ParkName,ParkCode,Region,Location,Year,Month,Count
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,1,"3,058"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,2,"5,602"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,3,"5,602"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,4,"4,924"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,5,"8,739"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,6,"9,154"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,7,"13,415"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,8,"4,238"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,9,"6,750"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,10,"3,895"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,11,"2,481"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT TYLER BEND,2017,12,"1,929"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,1,589
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,2,"1,510"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,3,"1,892"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,4,"3,119"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,5,"3,351"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,6,"6,075"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,7,"2,144"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,8,"2,379"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,9,"2,492"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,10,"1,746"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,11,596
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT UPPER PRUITT ROAD (ROUTE 942),2017,12,599
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,1,753
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,2,"1,080"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,3,"1,080"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,4,447
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,5,"1,465"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,6,"1,575"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,7,"1,855"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,8,"1,541"
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,9,876
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,10,612
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,11,466
Buffalo NR,BUFF,Midwest,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2017,12,282
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,1,"32,556"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,2,"31,279"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,3,"37,279"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,4,"40,294"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,5,"32,470"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,6,"34,633"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,7,"41,514"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,8,"38,535"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,9,"32,068"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,10,"30,167"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,11,"29,501"
Cabrillo NM,CABR,Pacific West,TRAFFIC COUNT AT MAIN ENTRANCE,2017,12,"32,395"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,1,"13,526"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,2,"19,358"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,3,"21,650"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,4,"22,010"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,5,"22,755"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,6,"18,445"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,7,"15,105"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,8,"15,606"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,9,"8,836"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,10,"8,498"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,11,"8,944"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT APOLLO BEACH,2017,12,"8,334"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,1,"19,181"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,2,"24,366"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,3,"37,661"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,4,"37,944"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,5,"49,778"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,6,"37,535"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,7,"29,544"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,8,"31,415"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,9,"18,020"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,10,"11,532"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,11,"12,393"
Canaveral NS,CANA,Southeast,TRAFFIC COUNT AT PLAYALINDA BEACH,2017,12,"15,895"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,1,"151,609"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,2,"123,345"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,3,"129,509"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,4,"156,246"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,5,"124,945"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,6,"151,301"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,7,"157,920"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,8,"158,634"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,9,"200,445"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,10,"109,619"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,11,"120,500"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT MAIN ENTRANCE,2017,12,"115,623"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,1,"50,789"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,2,"38,933"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,3,"47,580"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,4,"29,910"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,5,"28,976"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,6,"25,490"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,7,"27,245"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,8,"38,287"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,9,"26,423"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,10,"13,361"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,11,"31,500"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT NORTH RIM,2017,12,"49,500"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,1,"22,050"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,2,"27,019"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,3,"34,012"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,4,"41,029"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,5,"44,076"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,6,"32,282"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,7,"32,979"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,8,"45,504"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,9,"34,457"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,10,"26,869"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,11,"34,500"
Canyon de Chelly NM,CACH,Intermountain,TRAFFIC COUNT AT SOUTH RIM,2017,12,"33,500"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,1,8
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,2,29
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,3,311
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,4,568
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,5,260
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,6,102
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,7,97
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,8,58
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,9,154
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,10,193
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,11,69
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ELEPHANT HILL,2017,12,28
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,1,37
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,2,53
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,3,286
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,4,396
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,5,461
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,6,170
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,7,85
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,8,195
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,9,209
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,10,398
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,11,172
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT HORSESHOE CANYON,2017,12,71
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,1,"2,751"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,2,"7,350"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,3,"16,308"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,4,"20,050"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,5,"28,375"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,6,"24,267"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,7,"20,935"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,8,"22,078"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,9,"26,263"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,10,"21,356"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,11,"9,492"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2017,12,"4,748"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,1,4
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,2,7
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,3,142
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,4,161
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,5,147
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,6,59
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,7,15
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,8,19
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,9,75
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,10,117
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,11,71
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT MAZE OVERLOOK,2017,12,17
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,1,597
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,2,"1,247"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,3,"5,801"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,4,"8,482"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,5,"9,774"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,6,"5,846"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,7,"3,897"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,8,"4,961"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,9,"6,451"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,10,"7,872"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,11,"3,587"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT NEEDLES PROPER,2017,12,"1,199"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,1,0
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,2,56
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,3,"1,716"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,4,956
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,5,"1,237"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,6,691
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,7,"1,429"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,8,520
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,9,"1,196"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,10,"1,033"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,11,791
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT SHAFER TRAIL,2017,12,112
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,1,1
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,2,3
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,3,113
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,4,124
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,5,142
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,6,63
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,7,10
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,8,14
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,9,53
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,10,92
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,11,58
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT STANDING ROCKS,2017,12,14
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,1,0
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,2,66
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,3,909
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,4,879
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,5,"1,139"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,6,897
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,7,"1,277"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,8,519
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,9,"1,167"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,10,996
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,11,727
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2017,12,193
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,1,0
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,2,0
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,3,491
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,4,"1,091"
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,5,887
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,6,291
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,7,182
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,8,231
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,9,405
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,10,513
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,11,421
Canyonlands NP,CANY,Intermountain,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2017,12,55
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,1,"3,286"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,2,"3,691"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,3,"3,691"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,4,"4,553"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,5,"5,254"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,6,"5,341"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,7,"6,285"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,8,"7,175"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,9,"5,009"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,10,"4,746"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,11,"4,031"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT BEECH FOREST,2017,12,"2,507"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,1,"5,358"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,2,"3,412"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,3,"6,210"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,4,"9,508"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,5,"9,440"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,6,"12,898"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,7,"19,287"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,8,"15,632"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,9,"18,821"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,10,0
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,11,"8,028"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2017,12,"4,199"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,1,864
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,2,883
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,3,792
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,4,"2,893"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,5,"1,986"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,6,"2,379"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,7,"3,523"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,8,"4,022"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,9,"2,583"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,10,"2,531"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,11,"1,910"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT DOANE ROCK,2017,12,799
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT FORT HILL,2017,1,"4,652"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT FORT HILL,2017,2,"4,668"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT FORT HILL,2017,3,"4,386"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT FORT HILL,2017,4,"5,816"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT FORT HILL,2017,5,"5,819"
Cape Cod NS,CACO,Northeast,TRAFFIC COUNT AT FORT HILL,2017,6,"8,413"
