ParkName,UnitCode,ParkType,Region,State,Year,Month,DayVisits,LodgingOther,CampingOther,CampingTent,CampingRV,CampingBackcountry
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,1,"4,716",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,2,"4,918",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,3,"17,492",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,4,"26,788",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,5,"27,530",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,6,"40,216",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,7,"44,086",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,8,"37,215",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,9,"31,035",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,10,"20,685",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,11,"10,644",0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast,KY,2017,12,"4,255",0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,1,"15,520",0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,2,"14,342",0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,3,"20,936",0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,4,"85,267",0,0,594,195,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,5,"222,978",0,100,"10,827","3,213",298
Acadia NP,ACAD,National Park,Northeast,ME,2017,6,"476,191",0,343,"24,372","9,360",298
Acadia NP,ACAD,National Park,Northeast,ME,2017,7,"743,529",0,188,"39,429","12,642",325
Acadia NP,ACAD,National Park,Northeast,ME,2017,8,"762,436",0,368,"39,864","11,874",336
Acadia NP,ACAD,National Park,Northeast,ME,2017,9,"595,388",0,556,"27,054","13,554",253
Acadia NP,ACAD,National Park,Northeast,ME,2017,10,"507,594",0,102,"10,446","4,974",87
Acadia NP,ACAD,National Park,Northeast,ME,2017,11,"53,006",0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,12,"12,084",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,1,325,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,2,528,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,3,905,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,4,"12,594",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,5,"19,501",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,6,"34,573",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,7,"52,459",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,8,"53,723",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,9,"34,171",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,10,"36,762",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,11,"9,640",0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast,MA,2017,12,381,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,1,"1,241",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,2,"2,830",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,3,"1,841",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,4,"2,507",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,5,"5,329",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,6,"3,750",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,7,"6,333",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,8,"3,467",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,9,"3,621",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,10,"8,035",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,11,"2,058",0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast,NY,2017,12,"2,170",0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,1,69,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,2,199,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,3,443,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,4,665,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,5,"1,842",0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,6,"2,860",0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,7,"3,755",0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,8,"18,598",0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,9,"2,190",0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,10,"1,109",0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,11,237,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest,NE,2017,12,71,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,1,161,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,2,206,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,3,676,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,4,509,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,5,696,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,6,670,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,7,758,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,8,713,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,9,601,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,10,870,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,11,479,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain,TX,2017,12,274,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,1,"12,390",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,2,"10,261",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,3,"14,158",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,4,"16,938",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,5,"16,666",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,6,"22,557",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,7,"23,913",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,8,"21,659",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,9,"20,686",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,10,"18,317",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,11,"13,320",0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast,PA,2017,12,"10,972",0,0,0,0,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,1,"78,345",0,0,0,"1,898",0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,2,"66,001",0,0,0,"1,102",0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,3,"123,078",0,0,0,"2,335",0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,4,"136,039",0,0,0,"1,860",0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,5,"159,830",0,0,0,972,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,6,"155,205",0,0,0,212,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,7,"101,734",0,0,0,238,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,8,"108,241",0,0,0,702,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,9,"73,079",0,0,0,100,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,10,"72,335",0,0,0,240,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,11,"72,869",0,0,0,192,0
Amistad NRA,AMIS,National Recreation Area,Intermountain,TX,2017,12,"74,879",0,0,0,"1,168",0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,1,"8,934",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,2,"11,011",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,3,"13,584",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,4,"12,272",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,5,"16,979",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,6,"11,008",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,7,"10,734",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,8,"8,529",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,9,"8,342",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,10,"12,294",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,11,"12,998",0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast,GA,2017,12,"5,464",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,1,"1,720",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,2,"3,186",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,3,"5,486",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,4,"3,506",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,5,"6,423",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,6,"5,894",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,7,"5,078",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,8,"5,252",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,9,"5,255",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,10,"4,334",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,11,"3,254",0,0,0,0,0
Andrew Johnson NHS,ANJO,National Historic Site,Southeast,TN,2017,12,"4,610",0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,1,0,0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,2,0,0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,3,0,0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,4,0,0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,5,0,0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,6,20,0,0,0,0,50
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,7,35,0,0,0,0,80
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,8,35,0,0,0,0,80
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,9,10,0,0,0,0,25
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,10,0,0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,11,0,0,0,0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2017,12,0,0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,1,"7,028",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,2,"12,909",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,3,"16,613",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,4,"33,761",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,5,"35,212",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,6,"39,688",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,7,"71,294",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,8,"41,929",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,9,"35,089",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,10,"37,229",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,11,"20,813",0,0,0,0,0
Antietam NB,ANTI,National Battlefield,National Capital,MD,2017,12,"14,943",0,0,0,0,0
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,1,"1,666",0,0,0,0,0
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,2,"2,283",0,0,0,0,0
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,3,"2,399",0,0,0,0,0
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,4,"4,040",0,0,0,0,13
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,5,"10,300",0,0,0,0,247
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,6,"25,417",0,0,0,0,"1,812"
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,7,"59,730",0,0,0,0,"4,509"
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,8,"51,733",0,0,0,0,"3,958"
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,9,"27,388",0,0,0,0,881
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,10,"14,114",0,0,0,0,130
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,11,"2,775",0,0,0,0,0
Apostle Islands NL,APIS,National Lakeshore,Midwest,WI,2017,12,"1,576",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,1,983,0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,2,"2,243",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,3,"5,233",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,4,"14,087",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,5,"12,309",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,6,"17,615",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,7,"15,640",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,8,"14,730",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,9,"11,906",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,10,"10,654",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,11,"5,518",0,0,0,0,0
Appomattox Court House NHP,APCO,National Historical Park,Northeast,VA,2017,12,"3,042",0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain,UT,2017,1,"21,549",0,0,338,113,0
Arches NP,ARCH,National Park,Intermountain,UT,2017,2,"38,248",0,0,886,552,0
Arches NP,ARCH,National Park,Intermountain,UT,2017,3,"128,508",0,0,0,0,6
Arches NP,ARCH,National Park,Intermountain,UT,2017,4,"155,286",0,0,0,0,6
Arches NP,ARCH,National Park,Intermountain,UT,2017,5,"188,726",0,0,0,0,25
Arches NP,ARCH,National Park,Intermountain,UT,2017,6,"193,060",0,0,0,0,3
Arches NP,ARCH,National Park,Intermountain,UT,2017,7,"192,767",0,0,0,0,3
Arches NP,ARCH,National Park,Intermountain,UT,2017,8,"177,764",0,0,0,0,7
Arches NP,ARCH,National Park,Intermountain,UT,2017,9,"187,603",0,0,0,0,9
Arches NP,ARCH,National Park,Intermountain,UT,2017,10,"138,325",0,0,0,0,5
Arches NP,ARCH,National Park,Intermountain,UT,2017,11,"72,867",0,0,0,0,0
Arches NP,ARCH,National Park,Intermountain,UT,2017,12,"44,325",0,0,202,161,1
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,1,"1,947",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,2,"2,877",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,3,"4,292",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,4,"3,388",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,5,"5,485",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,6,"4,174",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,7,"4,020",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,8,"2,350",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,9,"1,760",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,10,"2,728",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,11,"1,592",0,0,0,0,0
Arkansas Post NMEM,ARPO,National Memorial,Midwest,AR,2017,12,"1,466",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,1,"91,592",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,2,"88,125",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,3,"61,740",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,4,"71,872",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,5,"82,745",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,6,"69,579",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,7,"62,022",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,8,"46,268",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,9,"40,621",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,10,"50,962",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,11,"38,114",0,0,0,0,0
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital,VA,2017,12,"22,419",0,0,0,0,0
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,1,"46,660",0,0,52,235,2
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,2,"63,000",0,0,209,322,45
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,3,"71,419",0,0,566,493,75
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,4,"153,684",0,0,"3,384","2,526",317
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,5,"188,986",0,0,"4,289","3,190",104
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,6,"328,192",0,0,"7,459","2,746",135
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,7,"489,972",0,0,"8,048","2,729",203
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,8,"438,441",0,0,"8,485","2,619",241
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,9,"259,696",0,0,"4,968","2,946",261
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,10,"181,614",0,0,"3,358","3,176",189
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,11,"81,026",0,0,972,"1,598",53
Assateague Island NS,ASIS,National Seashore,Northeast,MD,2017,12,"44,477",0,0,151,252,8
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,1,"1,244",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,2,"1,932",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,3,"4,637",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,4,"5,450",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,5,"5,766",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,6,"7,081",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,7,"8,190",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,8,"5,553",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,9,"4,042",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,10,"4,222",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,11,"2,003",0,0,0,0,0
Aztec Ruins NM,AZRU,National Monument,Intermountain,NM,2017,12,"2,636",0,0,0,0,0
Badlands NP,BADL,National Park,Midwest,SD,2017,1,"10,380",0,15,6,0,4
Badlands NP,BADL,National Park,Midwest,SD,2017,2,"11,149",0,0,5,0,7
Badlands NP,BADL,National Park,Midwest,SD,2017,3,"21,498",0,122,25,0,89
Badlands NP,BADL,National Park,Midwest,SD,2017,4,"23,166",189,931,73,53,242
Badlands NP,BADL,National Park,Midwest,SD,2017,5,"85,967","1,135","7,057",704,162,386
Badlands NP,BADL,National Park,Midwest,SD,2017,6,"213,966","2,029","10,822","1,749",170,439
Badlands NP,BADL,National Park,Midwest,SD,2017,7,"263,506","2,216","11,689","1,039",158,285
Badlands NP,BADL,National Park,Midwest,SD,2017,8,"237,125","1,938","9,910",767,177,738
Badlands NP,BADL,National Park,Midwest,SD,2017,9,"127,598","1,370","5,818",380,96,112
Badlands NP,BADL,National Park,Midwest,SD,2017,10,"33,426",769,"1,664",155,35,85
Badlands NP,BADL,National Park,Midwest,SD,2017,11,"16,807",0,118,23,7,38
Badlands NP,BADL,National Park,Midwest,SD,2017,12,"9,737",0,11,4,1,8
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,1,"6,490",0,0,27,16,1
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,2,"8,986",0,0,77,68,14
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,3,"16,535",0,0,427,454,77
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,4,"19,675",0,0,456,696,104
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,5,"25,197",0,0,627,684,176
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,6,"20,543",0,0,"1,159",509,46
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,7,"22,631",0,0,808,428,25
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,8,"18,466",0,0,545,657,28
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,9,"18,662",0,0,469,576,43
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,10,"24,468",0,0,451,872,59
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,11,"14,635",0,0,250,425,59
Bandelier NM,BAND,National Monument,Intermountain,NM,2017,12,"12,853",0,0,62,115,6
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,1,"2,383",0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,2,659,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,3,"1,458",0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,4,883,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,5,762,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,6,850,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,7,804,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,8,761,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,9,537,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,10,747,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,11,573,0,0,0,0,0
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital,,2017,12,476,0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,1,255,0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,2,744,0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,3,"2,113",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,4,"2,123",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,5,"3,601",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,6,"3,587",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,7,"4,013",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,8,"2,870",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,9,"1,747",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,10,"2,572",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,11,"1,144",0,0,0,0,0
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain,CO,2017,12,"1,628",0,0,0,0,0
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2017,1,260,0,0,0,0,115
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2017,2,127,0,0,0,0,70
